RECORD_ID,VIOLATION_CATEGORY,VIOLATION,REPORTED_DATE,RECORD_STATUS,STATUS_DATE,PARCEL_NBR,STREET_NBR,STREET_DIR,STREET_NAME,STREET_TYPE,ZIP,FID
ENV-15-07800,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-177-060.000-026,1005,,THOMAS,ST,46628,9081
ENV-15-07592,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-08-03-278-002.000-026,1146,,COLLEGE,St,46628,9082
ENV-15-07801,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-27T04:00:00.000Z,71-08-09-301-004.000-026,4632,W,WESTERN,Ave,46619,9083
ENV-15-07802,Environmental,Litter,2015-10-20T04:00:00.000Z,Billed,2015-11-03T05:00:00.000Z,71-08-11-177-027.000-026,1012,W,JEFFERSON,BLVD,46601,9084
ENV-15-07593,Environmental,Vegetation,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-08-277-007.000-026,208,S,34TH,St,46615,9085
ENV-15-07594,Environmental,Vegetation,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-08-277-006.000-026,204,S,34TH,St,46615,9086
ENV-15-07803,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-11-04T05:00:00.000Z,71-08-11-177-059.000-026,1009,,THOMAS,ST,46601,9087
ENV-15-07595,Environmental,Litter,2015-10-13T04:00:00.000Z,Billed,2015-10-21T04:00:00.000Z,71-03-34-478-014.000-026,1653,N,ADAMS,St,46628,9088
ENV-15-07804,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-11-177-059.000-026,1009,,THOMAS,ST,46601,9089
ENV-15-07805,Environmental,Litter,2015-10-20T04:00:00.000Z,Billed,2015-10-21T04:00:00.000Z,71-08-13-330-019.00-026,207,E,DAYTON,St,46613,9090
ENV-15-07596,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-03-34-478-022.000-026,1621,N,ADAMS,St,46628,9091
ENV-15-07806,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-330-022.00-026,213,E,DAYTON,St,46613,9092
ENV-15-07598,Environmental,Litter,2015-10-13T04:00:00.000Z,Billed,2015-10-21T04:00:00.000Z,71-09-18-133-016.000-026,1013,S,TWYCKENHAM,Dr,46615,9093
ENV-15-07807,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Billed,2015-11-04T05:00:00.000Z,71-08-13-330-013.00-026,228,E,DUBAIL,Ave,46613,9094
ENV-15-07599,Environmental,Litter,2015-10-13T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-277-031.000-026,207,S,LAKE,St,46619,9095
ENV-15-07600,Environmental,Vegetation,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-18-177-014.000-026,1221,,OAKLAND,St,46615,9096
ENV-15-07601,Environmental,Litter,2015-10-13T04:00:00.000Z,Billed,2015-10-21T04:00:00.000Z,71-08-02-401-004.000-026,807,,HARRISON,Ave,46616,9097
ENV-15-07602,Environmental,Litter,2015-10-13T04:00:00.000Z,Billed,2015-10-23T04:00:00.000Z,71-08-10-180-045.000-026,318,S,MEADE,St,46619,9098
ENV-15-07603,Environmental,Litter,2015-10-13T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-107-003.000-026,1010,,ROBERTS,St,46615,9099
ENV-15-07604,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-09-202-022.000-026,237,N,ILLINOIS,St,46619,9100
ENV-15-07808,Environmental,Litter,2015-10-20T04:00:00.000Z,Billed,2015-11-04T05:00:00.000Z,71-08-13-330-011.00-026,224,E,DUBAIL,Ave,46613,9101
ENV-15-07809,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-11-03T05:00:00.000Z,71-08-13-329-013.00-026,128,E,DUBAIL,Ave,46613,9102
ENV-15-07810,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-22T04:00:00.000Z,71-08-09-353-026.000-026,725,,GREENVIEW,Ave,46619,9103
ENV-15-07811,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-334-002.00-026,304,E,DAYTON,St,46613,9104
ENV-15-07605,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-09-202-018.000-026,253,N,ILLINOIS,St,46619,9105
ENV-15-07812,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-27T04:00:00.000Z,71-08-13-383-012.00-026,236,E,FOX,St,46613,9106
ENV-15-07606,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2016-01-19T05:00:00.000Z,71-08-09-253-007.000-026,126,S,ILLINOIS,St,46619,9107
ENV-15-07813,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-09-08-406-029.00-026,617,S,30TH,St,46615,9108
ENV-15-07814,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Closed,2015-11-02T05:00:00.000Z,71-09-08-406-009.00-026,606,S,29TH,St,46615,9109
ENV-15-07607,Environmental,Litter,2015-10-13T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-255-006.000-026,226,S,ILLINOIS,St,46619,9110
ENV-15-07608,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-07-382-036.000-026,1445,,MISHAWAKA,Ave,46615,9111
ENV-15-07815,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-11-12T05:00:00.000Z,71-09-08-406-009.00-026,606,S,29TH,St,46615,9112
ENV-15-07816,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-11-02T05:00:00.000Z,71-08-11-176-053.000-026,1013,W,JEFFERSON,BLVD,46601,9113
ENV-15-07609,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-08-02-451-005.000-026,619,,HARRISON,Ave,46616,9114
ENV-15-07610,Environmental,Litter,2015-10-13T04:00:00.000Z,Sent to Collections,2015-11-10T05:00:00.000Z,71-08-09-328-008.000-026,434,S,ALBERT,Ave,46619,9115
ENV-15-07817,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-11-04T05:00:00.000Z,71-08-11-176-053.000-026,1013,W,JEFFERSON,BLVD,46601,9116
ENV-15-07611,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-21T04:00:00.000Z,71-03-34-432-019.000-026,1711,N,ADAMS,St,46628,9117
ENV-15-07818,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-330-005.00-026,520,S,27TH,St,46615,9118
ENV-15-07612,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-11-20T05:00:00.000Z,71-08-12-111-005.000-026,110,S,MAIN,St,46601,9119
ENV-15-07819,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-12-09T05:00:00.000Z,71-08-11-176-051.000-026,1019,W,JEFFERSON,BLVD,46601,9120
ENV-15-07613,Environmental,Litter,2015-10-13T04:00:00.000Z,Extension Granted,2015-10-15T04:00:00.000Z,71-08-03-203-027.000-026,1206,,HUEY,St,46628,9121
ENV-15-07820,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-11-176-051.000-026,1019,W,JEFFERSON,Blvd,46601,9122
ENV-15-07614,Environmental,Litter,2015-10-13T04:00:00.000Z,Billed,2015-10-21T04:00:00.000Z,71-08-03-279-022.000-026,1105,,WILBER,St,46628,9123
ENV-15-07821,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-305-021.00-026,511,S,23RD,St,46615,9124
ENV-15-07822,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-305-021.00-026,511,S,23RD,St,46615,9125
ENV-15-07615,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-08-03-283-002.000-026,1050,N,ADAMS,St,46628,9126
ENV-15-07823,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-11-177-055.000-026,1019,,THOMAS,ST,46601,9127
ENV-15-07616,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-08-03-283-003.000-026,1046,N,ADAMS,St,46628,9128
ENV-15-07824,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-11-177-056.000-026,1017,,THOMAS,ST,46601,9129
ENV-15-07617,Environmental,Vegetation,2015-10-13T04:00:00.000Z,Closed,2015-10-21T04:00:00.000Z,71-08-24-130-019.000-026,229,,ALTGELD,St,46614,9130
ENV-15-07825,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-11-177-023.000-026,1022,W,JEFFERSON,BLVD,46601,9131
ENV-15-07618,Environmental,Litter,2015-10-13T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-06-330-011.000-026,1342,,CHALFANT,St,46617,9132
ENV-15-07826,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-11-177-026.000-026,1016,W,JEFFERSON,BLVD,46601,9133
ENV-15-07619,Environmental,Litter,2015-10-13T04:00:00.000Z,Closed,2015-10-18T04:00:00.000Z,71-08-09-478-002.000-026,708,S,KENTUCKY,St,46619,9134
ENV-15-07620,Environmental,Litter,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-380-012.000-026,1431,E,DONALD,ST,46613,9135
ENV-15-07827,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-356-021.00-026,833,S,23RD,St,46615,9136
ENV-15-07621,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-09-18-380-012.000-026,1431,E,DONALD,ST,46613,9137
ENV-15-07622,Environmental,Litter,2015-10-14T04:00:00.000Z,Billed,2015-10-23T04:00:00.000Z,71-08-02-301-002.000-026,1530,,VAN BUREN,St,46628,9138
ENV-15-07828,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Closed,2015-10-27T04:00:00.000Z,71-08-03-287-002.000-026,920,N,ADAMS,St,46628,9139
ENV-15-07623,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-17-107-021.00-026,1119,S,25TH,St,46615,9140
ENV-15-07624,Environmental,Litter,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-17-177-040.00-026,1235,S,29TH,St,46615,9141
ENV-15-07829,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-360-004.000-026,814,S,BENDIX,DR,46619,9142
ENV-15-07625,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-17-177-043.00-026,1309,,29TH,St,46615,9143
ENV-15-07626,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-22T04:00:00.000Z,71-09-07-352-008.00-026,1202,,BELMONT,Ave,46615,9144
ENV-15-07830,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Closed,2015-11-05T05:00:00.000Z,71-09-07-101-008.00-026,1160,E,MCKINLEY,Ave,46617,9145
ENV-15-07627,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-21T04:00:00.000Z,71-08-03-277-013.000-026,1102,N,BROOKFIELD,St,46628,9146
ENV-15-07628,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-08-326-004.00-026,420,S,26TH,St,46615,9147
ENV-15-07831,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-08-10-360-007.000-026,822,S,BENDIX,DR,46619,9148
ENV-15-07629,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-09-08-326-005.00-026,426,S,26TH,St,46615,9149
ENV-15-07630,Environmental,Litter,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-305-001.00-026,502,N,IRONWOOD,Dr,46615,9150
ENV-15-07832,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-11-09T05:00:00.000Z,71-08-11-109-013.000-026,128,,SPRUCE,ST,46616,9151
ENV-15-07833,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Crew Assigned for Clean-Up,2015-10-29T04:00:00.000Z,71-09-07-101-011.00-026,1214,E,MCKINLEY,Ave,46617,9152
ENV-15-07631,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-11-205-017.000-026,112,,LA PORTE,AVE,46616,9153
ENV-15-07834,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Closed,2015-11-02T05:00:00.000Z,71-08-11-109-013.000-026,128,,SPRUCE,ST,46616,9154
ENV-15-07632,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Closed,2015-10-22T04:00:00.000Z,71-08-14-329-009.00-026,1618,,WEBSTER,St,46628,9155
ENV-15-07633,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-19T04:00:00.000Z,71-08-14-329-009.00-026,1618,,WEBSTER,St,46628,9156
ENV-15-07835,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-360-012.000-026,842,S,BENDIX,DR,46619,9157
ENV-15-07836,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-29T04:00:00.000Z,71-09-07-102-005.00-026,1262,E,MCKINLEY,Ave,46617,9158
ENV-15-07634,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-11-205-016.000-026,116,,LA PORTE,AVE,46616,9159
ENV-15-07837,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-360-011.000-026,838,S,BENDIX,DR,46619,9160
ENV-15-07635,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-11-205-016.000-026,116,,LA PORTE,AVE,46616,9161
ENV-15-07838,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-355-013.000-026,750,S,BENDIX,DR,46619,9162
ENV-15-07636,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-20T04:00:00.000Z,71-08-03-454-020.000-026,2319,,SMITH,ST,46628,9163
ENV-15-07839,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-08-12-233-002.00-026,1006,E,COLFAX,Ave,46617,9164
ENV-15-07637,Environmental,Litter,2015-10-14T04:00:00.000Z,Hearing Complete,2016-02-01T05:00:00.000Z,71-08-14-331-017.00-026,1024,W,INDIANA,Ave,46613,9165
ENV-15-07840,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-09-08-229-006.000-026,223,,WILDEMERE,Dr,46615,9166
ENV-15-07638,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-10-226-001.000-026,1918,,LINDEN,AVE,46628,9167
ENV-15-07841,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-354-022.000-026,733,S,BENDIX,DR,46619,9168
ENV-15-07640,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-10-226-002.000-026,1910,,LINDEN,AVE,46628,9169
ENV-15-07842,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-08-10-354-021.000-026,725,S,BENDIX,DR,46619,9170
ENV-15-07641,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-10-226-004.000-026,1902,,LINDEN,AVE,46628,9171
ENV-15-07843,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Billed,2016-02-20T05:00:00.000Z,71-08-12-282-011.00-026,314,S,SAINT PETER,St,46617,9172
ENV-15-07642,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Closed,2015-11-09T05:00:00.000Z,71-08-10-226-004.000-026,1902,,LINDEN,AVE,46628,9173
ENV-15-07844,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-08-10-305-022.000-026,433,S,KALEY,ST,46619,9174
ENV-15-07845,Environmental,Litter,2015-10-20T04:00:00.000Z,Crew Assigned for Clean-Up,2015-10-28T04:00:00.000Z,71-08-02-352-017.000-026,661,,LA PORTE,AVE,46628,9175
ENV-15-07643,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-29T04:00:00.000Z,71-08-10-227-001.000-026,230,N,BROOKFIELD,ST,46628,9176
ENV-15-07846,Environmental,Litter,2015-10-20T04:00:00.000Z,Closed,2015-10-28T04:00:00.000Z,71-08-02-378-024.000-026,515,,ALLEN,ST,46616,9177
ENV-15-07644,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-488-007.000-026,1819,,LINDEN,AVE,46628,9178
ENV-15-07847,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Sent to Collections,2016-03-29T04:00:00.000Z,71-08-02-378-023.000-026,517,,ALLEN,ST,46616,9179
ENV-15-07645,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-488-008.000-026,1815,,LINDEN,AVE,46628,9180
ENV-15-07848,Environmental,Vegetation,2015-10-20T04:00:00.000Z,Sent to Collections,2015-12-14T05:00:00.000Z,71-08-02-378-023.000-026,517,,ALLEN,ST,46616,9181
ENV-15-07646,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Closed,2015-12-03T05:00:00.000Z,71-08-03-488-008.000-026,1815,,LINDEN,AVE,46628,9182
ENV-15-07849,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-378-015.000-026,536,,BLAINE,AVE,46616,9183
ENV-15-07647,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-11-03T05:00:00.000Z,71-08-11-105-002.000-026,250,,STUDEBAKER,ST,46628,9184
ENV-15-07850,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-380-005.000-026,1436,E,BOWMAN,St,46613,9185
ENV-15-07648,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-105-003.000-026,246,,STUDEBAKER,ST,46628,9186
ENV-15-07851,Environmental,Litter,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-480-004.000-026,512,,JOHNSON,ST,46628,9187
ENV-15-07649,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-103-022.000-026,219,,STUDEBAKER,ST,46613,9188
ENV-15-07852,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-480-004.000-026,512,,JOHNSON,ST,46628,9189
ENV-15-07650,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-103-021.000-026,225,,STUDEBAKER,ST,46628,9190
ENV-15-07853,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-413-001.000-026,640,,OBRIEN,ST,46619,9191
ENV-15-07651,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-103-023.000-026,215,,STUDEBAKER,ST,46628,9192
ENV-15-07854,Environmental,Grass and Weeds,2015-10-20T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-413-001.000-026,642,,OBRIEN,ST,46619,9193
ENV-15-07652,Environmental,Litter,2015-10-14T04:00:00.000Z,Closed,2015-10-22T04:00:00.000Z,71-08-13-176-016.00-026,219,E,BROADWAY,St,46601,9194
ENV-15-07855,Environmental,Litter,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-401-006.000-026,413,S,CHICAGO,ST,46619,9195
ENV-15-07653,Environmental,Vegetation,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-103-023.000-026,215,,STUDEBAKER,ST,46628,9196
ENV-15-07856,Environmental,Grass and Weeds,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-402-009.000-026,424,S,CHICAGO,ST,46619,9197
ENV-15-07654,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-105-011.000-026,216,,STUDEBAKER,ST,46628,9198
ENV-15-07857,Environmental,Litter,2015-10-21T04:00:00.000Z,Billed,2015-10-29T04:00:00.000Z,71-08-02-251-008.000-026,1102,,PORTAGE,AVE,46616,9199
ENV-15-07655,Environmental,Grass and Weeds,2015-10-14T04:00:00.000Z,Closed,2015-10-14T04:00:00.000Z,71-08-08-476-015.000-026,834,,SYLVAN,LN,46619,9200
ENV-15-08058,Environmental,Graffiti,2015-10-26T04:00:00.000Z,Invoice Pending,2015-11-03T05:00:00.000Z,71-08-10-403-021.000-026,425,S,WARREN,St,46619,9201
ENV-15-08059,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-05T05:00:00.000Z,71-09-06-359-021.000-026,1211,E,MADISON,ST,46617,9202
ENV-15-08061,Environmental,Graffiti,2015-10-26T04:00:00.000Z,Invoice Pending,2015-11-03T05:00:00.000Z,71-08-10-329-025.000-026,439,S,OLIVE,St,46619,9203
ENV-15-08062,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-02T05:00:00.000Z,71-08-10-401-007.000-026,420,N,OLIVE,St,46619,9204
ENV-15-07858,Environmental,Grass and Weeds,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-404-014.000-026,440,S,WELLINGTON,ST,46619,9205
ENV-15-08063,Environmental,Graffiti,2015-10-26T04:00:00.000Z,Invoice Pending,2015-11-03T05:00:00.000Z,71-08-10-330-021.000-026,521,S,MEADE,St,46619,9206
ENV-15-07859,Environmental,Grass and Weeds,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-404-015.000-026,444,S,WELLINGTON,ST,46619,9207
ENV-15-08064,Environmental,Vegetation,2015-10-26T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-12-254-002.00-026,104,S,SAINT LOUIS,Blvd,46617,9208
ENV-15-07860,Environmental,Vegetation,2015-10-21T04:00:00.000Z,Closed,2015-10-30T04:00:00.000Z,71-03-34-332-014.000-026,1757,N,OLIVE,ST,46628,9209
ENV-15-08065,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-05-402-001.00-026,3024,,CORBY,Blvd,46615,9210
ENV-15-07861,Environmental,Litter,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-408-016.000-026,505,S,WELLINGTON,ST,46619,9211
ENV-15-07862,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-10-30T04:00:00.000Z,71-03-34-332-014.000-026,1757,N,OLIVE,ST,46628,9212
ENV-15-08066,Environmental,Graffiti,2015-10-26T04:00:00.000Z,Invoice Pending,2015-11-03T05:00:00.000Z,71-08-10-431-008.000-026,530,S,GRANT,St,46619,9213
ENV-15-07863,Environmental,Litter,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-328-020.000-026,439,S,MEADE,ST,46619,9214
ENV-15-08068,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-05T05:00:00.000Z,71-08-11-203-029.00-026,726,W,LASALLE,Ave,46601,9215
ENV-15-07864,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-10-26T04:00:00.000Z,71-08-13-256-020.000-026,519,E,INDIANA,AVE,46613,9216
ENV-15-07908,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-11-18T05:00:00.000Z,71-08-02-376-029.000-026,502,,EUCLID,Ave,46628,9217
ENV-15-07865,Environmental,Litter,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-256-019.000-026,511,E,INDIANA,AVE,46613,9218
ENV-15-08069,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-05T05:00:00.000Z,71-08-11-226-002.00-026,623,W,LASALLE,Ave,46601,9219
ENV-15-07866,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-10-21T04:00:00.000Z,71-08-11-351-009.000-026,1502,,FORD,ST,46619,9220
ENV-15-07867,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-12-17T05:00:00.000Z,71-03-35-376-035.000-026,1205,,QUEEN,St,46616,9221
ENV-15-08070,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-04T05:00:00.000Z,71-08-10-428-004.000-026,416,S,JACKSON,ST,46619,9222
ENV-15-07909,Environmental,Vegetation,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-310-007.000-026,718,,SANCOME,AVE,46628,9223
ENV-15-08111,Environmental,Litter,2015-10-26T04:00:00.000Z,Billed,2015-12-01T05:00:00.000Z,71-08-11-358-016.000-026,717,,WEBSTER,ST,46619,9224
ENV-15-07868,Environmental,Litter,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-03-35-360-017.000-026,1301,,ELWOOD,AVE,46628,9225
ENV-15-07910,Environmental,Vegetation,2015-10-21T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-310-012.000-026,655,,LAWNDALE,AVE,46628,9226
ENV-15-07869,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-10-27T04:00:00.000Z,71-03-35-360-015.000-026,1309,,ELWOOD,AVE,46628,9227
ENV-15-08112,Environmental,Litter,2015-10-26T04:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-359-029.000-026,1309,,DUNHAM,ST,46619,9228
ENV-15-08071,Environmental,Litter,2015-10-26T04:00:00.000Z,Closed,2015-11-04T05:00:00.000Z,71-08-10-429-002.000-026,1616,W,WESTERN,Ave,46619,9229
ENV-15-07870,Environmental,Litter,2015-10-21T04:00:00.000Z,Closed,2015-10-27T04:00:00.000Z,71-03-35-360-014.000-026,1315,,ELWOOD,AVE,46614,9230
