RECORD_ID,VIOLATION_CATEGORY,VIOLATION,REPORTED_DATE,RECORD_STATUS,STATUS_DATE,PARCEL_NBR,STREET_NBR,STREET_DIR,STREET_NAME,STREET_TYPE,ZIP,FID
ENV-15-08663,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-03-34-332-023.000-026,1711,N,OLIVE,ST,46628,10001
ENV-15-08664,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-03-34-332-011.000-026,1706,N,FREMONT,St,46628,10002
ENV-15-08665,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-03-34-332-022.000-026,1715,N,OLIVE,ST,46628,10003
ENV-15-08666,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-03-34-332-005.000-026,1738,,FREMONT,ST,46601,10004
ENV-15-08667,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-03-34-332-004.000-026,1746,,FREMONT,ST,46601,10005
ENV-15-08668,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-03-34-332-003.000-026,1754,,FREMONT,ST,46628,10006
ENV-15-08669,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-03-177-013.000-026,1131,N,MEADE,ST,46628,10007
ENV-15-08862,Environmental,Litter,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-03-35-381-004.00-026,1128,,QUEEN,St,46616,10008
ENV-15-08912,Environmental,Vegetation,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-358-011.000-026,1209,E,EWING,Ave,46613,10009
ENV-15-08670,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-18T05:00:00.000Z,71-08-03-177-011.000-026,1137,N,MEADE,ST,46628,10010
ENV-15-08713,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-12-01T05:00:00.000Z,71-09-30-129-021.000-002,4035,,WOODVALE,DR,46614,10011
ENV-15-08913,Environmental,Litter,2015-11-20T05:00:00.000Z,Crew Assigned for Clean-Up,2015-11-30T05:00:00.000Z,71-09-19-102-012.000-026,1207,,ALTGELD,St,46614,10012
ENV-15-08671,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-177-001.000-026,1136,N,KALEY,ST,46628,10013
ENV-15-08863,Environmental,Litter,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-14-455-004.000-026,708,W,CALVERT,St,46613,10014
ENV-15-08761,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-10-303-002.000-026,2920,W,WESTERN,Ave,46619,10015
ENV-15-08714,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-480-002.000-026,518,,JOHNSON,ST,46628,10016
ENV-15-08914,Environmental,Litter,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-479-004.000-026,814,S,FALCON,St,46619,10017
ENV-15-08864,Environmental,Litter,2015-11-18T05:00:00.000Z,Closed,2015-11-25T05:00:00.000Z,71-09-18-305-011.00-026,1703,,MARINE,St,46613,10018
ENV-15-08672,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-03-131-010.000-026,1212,N,KALEY,St,46628,10019
ENV-15-08962,Environmental,Litter,2015-11-25T05:00:00.000Z,Closed,2015-12-09T05:00:00.000Z,71-09-07-101-006.00-026,1152,E,MCKINLEY,Ave,46617,10020
ENV-15-08762,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-303-003.000-026,2914,W,WESTERN,AVE,46619,10021
ENV-15-08865,Environmental,Litter,2015-11-18T05:00:00.000Z,Billed,2015-12-08T05:00:00.000Z,71-08-13-476-029.000-026,905,E,BOWMAN,ST,46613,10022
ENV-15-08915,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-12-03T05:00:00.000Z,71-08-09-454-017.000-026,717,S,FALCON,St,46619,10023
ENV-15-08715,Environmental,Graffiti,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-09-430-005.000-026,520,S,KENTUCKY,ST,46619,10024
ENV-15-08963,Environmental,Vegetation,2015-11-25T05:00:00.000Z,Closed,2015-12-03T05:00:00.000Z,71-03-34-426-018.000-026,1849,N,BROOKFIELD,St,46628,10025
ENV-15-08763,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-03-227-031.000-026,1345,,COLLEGE,ST,46628,10026
ENV-15-08673,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-03-131-002.000-026,1244,N,KALEY,ST,46628,10027
ENV-15-08866,Environmental,Litter,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-476-014.000-026,914,E,CALVERT,,46613,10028
ENV-15-08916,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-09-19-102-004.000-026,1214,E,EWING,Ave,46613,10029
ENV-15-08716,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-09-430-003.000-026,512,S,KENTUCKY,ST,46619,10030
ENV-15-08764,Environmental,Litter,2015-11-16T05:00:00.000Z,Billed,2015-12-08T05:00:00.000Z,71-09-18-385-010.000-026,1414,E,FOX,ST,46613,10031
ENV-15-08964,Environmental,Litter,2015-11-25T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-03-34-426-025.000-026,1821,N,BROOKFIELD,,46628,10032
ENV-15-08867,Environmental,Litter,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-476-033.00-026,923,E,BOWMAN,St,46613,10033
ENV-15-08674,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-09-18-129-019.00-026,927,S,TWYCKENHAM,Dr,46615,10034
ENV-15-08917,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-02-158-008.000-026,830,,LAWNDALE,Ave,46628,10035
ENV-15-08812,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-09-206-005.000-026,130,N,ILLINOIS,St,46619,10036
ENV-15-08717,Environmental,Graffiti,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-09-430-002.000-026,508,S,KENTUCKY,ST,46619,10037
ENV-15-08765,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-227-014.000-026,1322,N,BROOKFIELD,ST,46628,10038
ENV-15-08966,Environmental,Litter,2015-11-25T05:00:00.000Z,Closed,2015-12-09T05:00:00.000Z,71-08-02-460-016.000-026,915,W,OAK,St,46616,10039
ENV-15-08868,Environmental,Litter,2015-11-18T05:00:00.000Z,Billed,2015-12-08T05:00:00.000Z,71-08-24-380-021.000-026,3801,,FELLOWS,ST,46614,10040
ENV-15-08718,Environmental,Graffiti,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-09-430-001.000-026,504,S,KENTUCKY,ST,46619,10041
ENV-15-08766,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-227-011.000-026,1334,N,BROOKFIELD,ST,46628,10042
ENV-15-08967,Environmental,Litter,2015-11-25T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-456-005.000-026,426,,HARRISON,Ave,46616,10043
ENV-15-08918,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-08-11-180-021.000-026,1013,,NAPIER,St,46615,10044
ENV-15-08813,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-130-009.000-026,224,N,SHERIDAN,St,46619,10045
ENV-15-08869,Environmental,Litter,2015-11-18T05:00:00.000Z,Closed,2015-12-10T05:00:00.000Z,71-08-25-131-025.000-026,403,,BARBIE,ST,46614,10046
ENV-15-08675,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-127-005.000-026,1322,N,KALEY,ST,46628,10047
ENV-15-09013,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-16T05:00:00.000Z,71-09-08-358-002.000-026,808,S,24TH,St,46615,10048
ENV-15-08719,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-10-306-003.000-026,509,,DUNDEE,ST,46619,10049
ENV-15-08968,Environmental,Litter,2015-11-25T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-02-456-006.000-026,424,,HARRISON,Ave,46616,10050
ENV-15-08767,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-428-003.000-026,817,N,ADAMS,ST,46628,10051
ENV-15-08919,Environmental,Vegetation,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-08-11-180-021.000-026,1013,,NAPIER,St,46615,10052
ENV-15-08870,Environmental,Litter,2015-11-18T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-08-476-005.00-026,718,S,33RD,St,46615,10053
ENV-15-08814,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-10-382-003.000-026,810,S,MEADE,St,46619,10054
ENV-15-08969,Environmental,Litter,2015-11-25T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-480-006.000-026,508,,JOHNSON,St,46628,10055
ENV-15-08676,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-402-010.000-026,1607,,MARIETTA,ST,46613,10056
ENV-15-08720,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-277-031.000-026,207,S,LAKE,ST,46619,10057
ENV-15-09014,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-13-478-030.000-026,917,E,FOX,St,46613,10058
ENV-15-08768,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-18-155-013.000-026,1138,E,BROADWAY,ST,46601,10059
ENV-15-08871,Environmental,Litter,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-328-030.00-026,617,S,26TH,St,46615,10060
ENV-15-08970,Environmental,Vegetation,2015-11-30T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-13-257-026.000-026,633,E,INDIANA,AVE,46613,10061
ENV-15-08815,Environmental,Graffiti,2015-11-17T05:00:00.000Z,Invoice Pending,2015-11-30T05:00:00.000Z,71-09-18-355-016.000-026,1146,E,DONALD,St,46613,10062
ENV-15-08920,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-12-01T05:00:00.000Z,71-08-11-180-008.000-026,1029,,NAPIER,St,46601,10063
ENV-15-08677,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-133-007.00-026,1026,,CLOVER,St,46615,10064
ENV-15-08769,Environmental,Vegetation,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-18-155-013.000-026,1138,E,BROADWAY,ST,46601,10065
ENV-15-08722,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-005.000-026,110,N,CHICAGO,St,46619,10066
ENV-15-09015,Environmental,Litter,2015-12-01T05:00:00.000Z,Closed,2016-03-17T04:00:00.000Z,71-09-18-409-005.000-026,1734,,CAROLINE,St,46613,10067
ENV-15-08872,Environmental,Vegetation,2015-11-18T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-382-001.00-026,204,E,DONALD,St,46613,10068
ENV-15-08971,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-09-18-157-003.000-026,1518,,MIAMI,ST,46613,10069
ENV-15-08816,Environmental,Graffiti,2015-11-17T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-18-355-012.000-026,1132,E,DONALD,St,46613,10070
ENV-15-08921,Environmental,Litter,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-160-002.000-026,1234,,THOMAS,St,46628,10071
ENV-15-08678,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-18T05:00:00.000Z,71-08-03-127-004.000-026,1326,N,KALEY,ST,46628,10072
ENV-15-08770,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-233-014.00-026,1021,S,LOGAN,St,46615,10073
ENV-15-08873,Environmental,Litter,2015-11-18T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-09-408-017.000-026,509,S,WELLINGTON,St,46619,10074
ENV-15-09016,Environmental,Litter,2015-12-01T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-409-013.000-026,1615,,RANDOLPH,St,46613,10075
ENV-15-08722,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-005.000-026,122,N,Chicago ,,,10076
ENV-15-08972,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2016-01-11T05:00:00.000Z,71-09-18-158-015.000-026,1161,E,INDIANA,AVE,46613,10077
ENV-15-08679,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-13-383-001.00-026,202,E,FOX,St,46613,10078
ENV-15-08817,Environmental,Graffiti,2015-11-17T05:00:00.000Z,Invoice Pending,2015-11-30T05:00:00.000Z,71-09-18-353-033.000-026,1151,E,DONALD,St,46613,10079
ENV-15-08922,Environmental,Vegetation,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-09-08-329-020.00-026,517,S,27TH,St,46615,10080
ENV-15-08874,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-12-01T05:00:00.000Z,71-08-10-378-003.000-026,810,S,KALEY,St,46619,10081
ENV-15-09017,Environmental,Litter,2015-12-01T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-452-018.000-026,605,,COTTAGE GROVE,Ave,46616,10082
ENV-15-08771,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-258-022.000-026,1043,,JOHNSON,ST,46628,10083
ENV-15-08973,Environmental,Vegetation,2015-11-30T05:00:00.000Z,Closed,2016-01-11T05:00:00.000Z,71-09-18-158-015.000-026,1161,E,INDIANA,AVE,46613,10084
ENV-15-08722,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-006.000-026,110,N,CHICAGO,St,46619,10085
ENV-15-08818,Environmental,Litter,2015-11-17T05:00:00.000Z,Billed,2015-12-11T05:00:00.000Z,71-08-10-426-023.000-026,435,S,BROOKFIELD,ST,46619,10086
ENV-15-08680,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-127-002.000-026,2616,,ELWOOD,Ave,46628,10087
ENV-15-08923,Environmental,Litter,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-03-35-356-023.00-026,1329,W,ELWOOD,Ave,46628,10088
ENV-15-09018,Environmental,Litter,2015-12-01T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-408-019.000-026,517,S,WELLINGTON,St,46619,10089
ENV-15-08974,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-09-104-002.000-026,114,N,LOMBARDY,Dr,46619,10090
ENV-15-08875,Environmental,Litter,2015-11-19T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-279-008.00-026,226,S,TAYLOR,St,46601,10091
ENV-15-08772,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-12-09T05:00:00.000Z,71-09-18-155-010.000-026,1126,E,BROADWAY,ST,46601,10092
ENV-15-08722,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-006.000-026,122,N,Chicago ,,,10093
ENV-15-08819,Environmental,Litter,2015-11-17T05:00:00.000Z,Closed,2015-12-02T05:00:00.000Z,71-08-10-406-021.000-026,525,S,CARLISLE,ST,46619,10094
ENV-15-08924,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-09-08-331-005.00-026,518,S,28TH,St,46615,10095
ENV-15-08876,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-11-25T05:00:00.000Z,71-03-35-327-012.00-026,1026,W,BRYAN,St,46616,10096
ENV-15-08975,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-09-130-015.000-026,150,N,SHERIDAN,ST,46619,10097
ENV-15-08773,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-229-016.00-026,942,S,36TH,St,46615,10098
ENV-15-08723,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-003.000-026,138,N,CHICAGO,ST,46619,10099
ENV-15-08820,Environmental,Litter,2015-11-17T05:00:00.000Z,Closed,2015-12-02T05:00:00.000Z,71-08-10-406-016.000-026,509,S,CARLISLE,ST,46619,10100
ENV-15-09019,Environmental,Litter,2015-12-01T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-408-004.000-026,514,S,ILLINOIS,St,46619,10101
ENV-15-08681,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-25T05:00:00.000Z,71-08-13-401-018.000-026,1613,,RUSH,ST,46616,10102
ENV-15-08877,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-11-25T05:00:00.000Z,71-03-35-326-013.000-026,1021,W,BRYAN,ST,46616,10103
ENV-15-08925,Environmental,Litter,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-08-331-009.00-026,602,S,28TH,St,46615,10104
ENV-15-08976,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-03-255-007.000-026,1045,N,ELMER,ST,46628,10105
ENV-15-08774,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-229-015.00-026,938,S,36TH,St,46615,10106
ENV-15-08724,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-013.000-026,129,N,ILLINOIS,ST,46619,10107
ENV-15-08821,Environmental,Litter,2015-11-17T05:00:00.000Z,Closed,2015-12-02T05:00:00.000Z,71-08-10-407-028.000-026,617,S,WARREN,ST,46619,10108
ENV-15-09020,Environmental,Litter,2015-12-01T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-09-407-020.000-026,521,S,ILLINOIS,St,46619,10109
ENV-15-08682,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-133-024.00-026,1117,S,TWYCKENHAM,Dr,46615,10110
ENV-15-08878,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-08-10-476-006.000-026,722,S,GRANT,St,46619,10111
ENV-15-08926,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-09-18-307-015.000-026,1601,,LEER,St,46613,10112
ENV-15-08977,Environmental,Vegetation,2015-11-30T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-255-002.000-026,1014,N,OLIVE,ST,46628,10113
ENV-15-08725,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-016.000-026,117,N,ILLINOIS,ST,46619,10114
ENV-15-08775,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-229-023.00-026,933,S,LOGAN,St,46615,10115
ENV-15-08822,Environmental,Litter,2015-11-17T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-02-483-017.00-026,315,,KUNSTMAN,Ct,46601,10116
ENV-15-09021,Environmental,Litter,2015-12-01T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-09-408-003.000-026,510,S,ILLINOIS,St,46619,10117
ENV-15-08683,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-18T05:00:00.000Z,71-09-18-179-017.00-026,1213,S,TWYCKENHAM,Dr,46615,10118
ENV-15-08879,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-206-010.00-026,1112,S,30TH,St,46615,10119
ENV-15-08927,Environmental,Vegetation,2015-11-20T05:00:00.000Z,Closed,2015-11-30T05:00:00.000Z,71-09-18-307-015.000-026,1601,,LEER,St,46613,10120
ENV-15-08978,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-03-251-023.000-026,1113,N,ELMER,ST,46628,10121
ENV-15-08726,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-08-09-205-016.000-026,117,N,ILLINOIS,ST,46619,10122
ENV-15-08776,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-08-14-430-020.000-026,1705,S,TAYLOR,ST,46613,10123
ENV-15-08823,Environmental,Litter,2015-11-17T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-11-301-013.000-026,433,,HARRIS,St,46619,10124
ENV-15-09022,Environmental,Litter,2015-12-01T05:00:00.000Z,Closed,2015-12-10T05:00:00.000Z,71-08-13-478-020.000-026,930,E,DONALD,St,46613,10125
ENV-15-08880,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-11-25T05:00:00.000Z,71-09-17-206-012.00-026,1120,S,30TH,St,46615,10126
ENV-15-08684,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-13-376-006.00-026,114,E,CALVERT,St,46613,10127
ENV-15-08928,Environmental,Litter,2015-11-20T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-03-285-011.000-026,903,,COLLEGE,St,46628,10128
ENV-15-08727,Environmental,Litter,2015-11-13T05:00:00.000Z,Crew Assigned for Clean-Up,2015-11-18T05:00:00.000Z,71-03-35-326-007.00-026,1109,W,BRYAN,St,46616,10129
ENV-15-08979,Environmental,Litter,2015-11-30T05:00:00.000Z,Closed,2015-12-07T05:00:00.000Z,71-09-18-158-013.000-026,1153,E,INDIANA,Ave,46613,10130
ENV-15-08824,Environmental,Litter,2015-11-17T05:00:00.000Z,Closed,2015-12-03T05:00:00.000Z,71-08-11-301-004.000-026,1502,W,WESTERN,Ave,46619,10131
ENV-15-08777,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-09-17-229-019.00-026,919,S,LOGAN,St,46615,10132
ENV-15-09023,Environmental,Vegetation,2015-12-01T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-13-478-020.000-026,930,E,DONALD,St,46613,10133
ENV-15-08881,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-12-01T05:00:00.000Z,71-08-09-408-016.000-026,505,S,WELLINGTON,ST,46619,10134
ENV-15-08929,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-11-24T05:00:00.000Z,71-03-35-177-010.000-026,1901,,INGLEWOOD,Pl,46616,10135
ENV-15-08685,Environmental,Litter,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-13-451-001.000-026,502,E,DAYTON,ST,46613,10136
ENV-15-08728,Environmental,Litter,2015-11-13T05:00:00.000Z,Billed,2015-11-20T05:00:00.000Z,71-03-35-326-015.00-026,1013,W,BRYAN,St,46616,10137
ENV-15-08980,Environmental,Vegetation,2015-11-30T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-03-251-003.000-026,1146,N,OLIVE,ST,46628,10138
ENV-15-08825,Environmental,Graffiti,2015-11-17T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-03-228-051.000-026,1205,N,ADAMS,St,46628,10139
ENV-15-08779,Environmental,Litter,2015-11-16T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-10-153-002.000-026,106,,CAMDEN,St,46619,10140
ENV-15-08882,Environmental,Litter,2015-11-19T05:00:00.000Z,Closed,2015-12-03T05:00:00.000Z,71-09-17-203-005.00-026,3118,,MISHAWAKA,Ave,46615,10141
ENV-15-09024,Environmental,Litter,2015-12-01T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-03-34-430-019.000-026,1745,N,BROOKFIELD,St,46628,10142
ENV-15-08930,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-12-02T05:00:00.000Z,71-09-05-127-001.000-026,2506,,MACARTHUR,Ave,46615,10143
ENV-15-08686,Environmental,Litter,2015-11-13T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-179-010.00-026,1302,,CLOVER,St,46615,10144
ENV-15-08729,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-19T05:00:00.000Z,71-08-11-356-008.000-026,828,,HARRIS,St,46619,10145
ENV-15-08780,Environmental,Litter,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-307-018.000-026,1613,,LEER,ST,46613,10146
ENV-15-08826,Environmental,Litter,2015-11-17T05:00:00.000Z,Closed,2015-11-23T05:00:00.000Z,71-08-03-228-040.000-026,1309,N,ADAMS,St,46628,10147
ENV-15-08981,Environmental,Litter,2015-11-30T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-01-478-037.000-026,1021,,MINER,ST,46617,10148
ENV-15-08883,Environmental,Litter,2015-11-19T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-08-09-403-001.000-026,3718,W,WESTERN,AVE,46619,10149
ENV-15-08931,Environmental,Litter,2015-11-20T05:00:00.000Z,Closed,2015-12-04T05:00:00.000Z,71-09-06-376-003.000-026,1328,,SORIN,St,46617,10150
ENV-15-09025,Environmental,Litter,2015-12-01T05:00:00.000Z,Closed,2015-12-08T05:00:00.000Z,71-08-13-478-018.000-026,924,E,DONALD,St,46613,10151
ENV-15-08687,Environmental,Vegetation,2015-11-13T05:00:00.000Z,Closed,2015-11-18T05:00:00.000Z,71-09-18-203-019.00-026,1105,,BELLEVUE,Ave,46615,10152
ENV-15-08781,Environmental,Vegetation,2015-11-16T05:00:00.000Z,Open for Collections,2016-05-12T04:00:00.000Z,71-09-18-307-013.000-026,1219,E,DUBAIL,AVE,46613,10153
